,BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom
869,2,65000,805,Mumbai,Semi-Furnished,Family,3
870,1,85000,650,Mumbai,Furnished,Bachelors/Family,2
871,1,6000,500,Mumbai,Semi-Furnished,Bachelors/Family,2
872,1,43000,480,Mumbai,Furnished,Family,2
873,2,65000,550,Mumbai,Semi-Furnished,Bachelors/Family,2
874,3,98000,1400,Mumbai,Semi-Furnished,Family,2
875,3,65000,1050,Mumbai,Unfurnished,Bachelors,3
876,3,85000,920,Mumbai,Unfurnished,Family,3
877,1,40000,450,Mumbai,Semi-Furnished,Bachelors/Family,1
878,1,23000,440,Mumbai,Semi-Furnished,Bachelors,1
879,3,55000,932,Mumbai,Unfurnished,Bachelors/Family,3
880,2,13000,582,Mumbai,Furnished,Family,2
881,2,95000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
882,1,25000,444,Mumbai,Unfurnished,Bachelors/Family,2
883,1,21000,428,Mumbai,Unfurnished,Bachelors/Family,1
884,1,19000,490,Mumbai,Unfurnished,Bachelors/Family,1
885,2,30000,710,Mumbai,Unfurnished,Family,2
886,2,80000,836,Mumbai,Unfurnished,Bachelors/Family,2
887,2,85000,1200,Mumbai,Semi-Furnished,Bachelors/Family,3
888,2,65000,950,Mumbai,Furnished,Bachelors/Family,2
889,1,33000,460,Mumbai,Semi-Furnished,Bachelors/Family,2
890,1,36000,585,Mumbai,Semi-Furnished,Bachelors/Family,2
891,2,22000,550,Mumbai,Furnished,Family,2
892,2,66000,750,Mumbai,Unfurnished,Family,2
893,2,32000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
894,2,45000,730,Mumbai,Unfurnished,Family,2
895,2,51000,910,Mumbai,Unfurnished,Bachelors,2
896,3,80000,1100,Mumbai,Unfurnished,Family,3
897,1,30000,560,Mumbai,Unfurnished,Bachelors,2
898,2,85000,850,Mumbai,Unfurnished,Bachelors/Family,2
899,1,15000,450,Mumbai,Unfurnished,Family,1
900,2,50000,820,Mumbai,Semi-Furnished,Bachelors/Family,2
901,2,60000,750,Mumbai,Unfurnished,Bachelors/Family,2
902,1,23000,410,Mumbai,Unfurnished,Bachelors/Family,1
903,1,14500,490,Mumbai,Unfurnished,Bachelors/Family,2
904,2,40000,700,Mumbai,Unfurnished,Bachelors/Family,2
905,1,80000,560,Mumbai,Furnished,Bachelors/Family,1
906,2,55000,650,Mumbai,Unfurnished,Bachelors/Family,2
907,1,12000,520,Mumbai,Semi-Furnished,Bachelors/Family,1
908,2,45000,850,Mumbai,Unfurnished,Bachelors/Family,2
909,2,90000,777,Mumbai,Furnished,Bachelors/Family,2
910,2,43000,771,Mumbai,Unfurnished,Bachelors/Family,2
911,1,22000,400,Mumbai,Unfurnished,Bachelors/Family,1
912,2,20000,600,Mumbai,Furnished,Family,2
913,1,34999,450,Mumbai,Furnished,Bachelors/Family,2
914,1,50000,410,Mumbai,Semi-Furnished,Bachelors/Family,1
915,2,55000,750,Mumbai,Unfurnished,Bachelors/Family,2
916,1,39000,585,Mumbai,Unfurnished,Family,2
917,1,25000,490,Mumbai,Semi-Furnished,Bachelors/Family,2
918,2,49500,650,Mumbai,Unfurnished,Family,2
919,2,110000,850,Mumbai,Semi-Furnished,Bachelors/Family,2
920,2,46700,800,Mumbai,Unfurnished,Family,2
921,2,88000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
922,3,90000,890,Mumbai,Furnished,Family,2
923,1,20000,465,Mumbai,Semi-Furnished,Bachelors,1
924,3,78000,1073,Mumbai,Semi-Furnished,Bachelors/Family,3
925,1,21000,450,Mumbai,Unfurnished,Bachelors/Family,1
926,3,95000,1350,Mumbai,Furnished,Bachelors/Family,3
927,2,90000,800,Mumbai,Furnished,Bachelors/Family,2
928,2,34000,600,Mumbai,Unfurnished,Bachelors,2
929,2,52000,550,Mumbai,Furnished,Bachelors,2
930,1,74999,840,Mumbai,Unfurnished,Bachelors/Family,2
931,3,75000,1121,Mumbai,Furnished,Bachelors/Family,2
932,2,45000,650,Mumbai,Unfurnished,Bachelors/Family,2
933,1,22000,575,Mumbai,Unfurnished,Bachelors/Family,1
934,1,32000,475,Mumbai,Furnished,Bachelors/Family,1
935,2,34000,830,Mumbai,Semi-Furnished,Bachelors/Family,2
936,1,23000,420,Mumbai,Semi-Furnished,Bachelors/Family,2
937,3,90000,967,Mumbai,Furnished,Bachelors/Family,3
938,1,55000,505,Mumbai,Semi-Furnished,Bachelors/Family,1
939,2,22000,640,Mumbai,Semi-Furnished,Family,2
940,3,60000,1500,Mumbai,Semi-Furnished,Bachelors/Family,3
941,2,49000,850,Mumbai,Semi-Furnished,Bachelors/Family,2
942,2,34000,900,Mumbai,Semi-Furnished,Bachelors/Family,2
943,1,24000,430,Mumbai,Furnished,Bachelors/Family,2
944,3,69000,1100,Mumbai,Unfurnished,Bachelors/Family,3
945,3,120000,1200,Mumbai,Semi-Furnished,Bachelors/Family,3
946,2,32000,680,Mumbai,Unfurnished,Family,2
947,2,24000,600,Mumbai,Semi-Furnished,Bachelors,2
948,2,45000,771,Mumbai,Unfurnished,Bachelors/Family,2
949,2,80000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
950,2,37000,800,Mumbai,Semi-Furnished,Bachelors,2
951,1,25000,475,Mumbai,Unfurnished,Bachelors,2
952,1,26000,650,Mumbai,Semi-Furnished,Bachelors/Family,1
953,2,27000,600,Mumbai,Unfurnished,Bachelors,2
954,1,26000,649,Mumbai,Unfurnished,Bachelors/Family,1
955,2,60000,950,Mumbai,Furnished,Bachelors,2
956,3,70000,920,Mumbai,Unfurnished,Bachelors/Family,3
957,2,20000,630,Mumbai,Unfurnished,Family,2
958,2,22000,670,Mumbai,Furnished,Family,2
959,1,32000,450,Mumbai,Furnished,Bachelors/Family,1
960,2,50000,600,Mumbai,Semi-Furnished,Bachelors/Family,2
961,2,29000,670,Mumbai,Unfurnished,Family,2
962,1,6500,422,Mumbai,Semi-Furnished,Family,2
963,2,55000,955,Mumbai,Unfurnished,Bachelors/Family,2
964,3,69999,1100,Mumbai,Furnished,Bachelors/Family,3
965,2,50000,900,Mumbai,Semi-Furnished,Bachelors/Family,2
966,2,45000,785,Mumbai,Unfurnished,Bachelors,2
967,3,85000,1350,Mumbai,Furnished,Family,3
968,2,85000,900,Mumbai,Semi-Furnished,Bachelors/Family,2
969,1,25000,400,Mumbai,Unfurnished,Bachelors,1
970,2,75000,800,Mumbai,Semi-Furnished,Bachelors,3
971,1,20000,625,Mumbai,Semi-Furnished,Bachelors/Family,1
972,2,30000,720,Mumbai,Semi-Furnished,Bachelors/Family,2
973,2,75000,750,Mumbai,Furnished,Bachelors/Family,2
974,2,70000,660,Mumbai,Semi-Furnished,Bachelors/Family,2
975,2,32000,700,Mumbai,Furnished,Bachelors/Family,2
976,2,35000,650,Mumbai,Semi-Furnished,Family,2
977,2,47000,650,Mumbai,Unfurnished,Bachelors/Family,2
978,2,31000,700,Mumbai,Semi-Furnished,Bachelors/Family,2
979,1,60000,430,Mumbai,Furnished,Bachelors/Family,1
980,2,58000,650,Mumbai,Unfurnished,Family,2
981,3,85000,890,Mumbai,Furnished,Bachelors/Family,2
982,2,45000,965,Mumbai,Unfurnished,Bachelors/Family,2
983,1,7500,630,Mumbai,Semi-Furnished,Bachelors/Family,2
984,2,80000,730,Mumbai,Semi-Furnished,Bachelors/Family,2
985,3,75000,1380,Mumbai,Semi-Furnished,Bachelors/Family,3
986,3,66000,1100,Mumbai,Semi-Furnished,Bachelors/Family,3
987,1,45000,450,Mumbai,Semi-Furnished,Bachelors,1
988,1,22000,500,Mumbai,Unfurnished,Bachelors/Family,1
989,3,65000,1100,Mumbai,Semi-Furnished,Bachelors,3
990,3,55000,868,Mumbai,Unfurnished,Family,3
991,2,55000,750,Mumbai,Semi-Furnished,Bachelors/Family,2
992,1,36000,540,Mumbai,Unfurnished,Bachelors/Family,2
993,1,22000,450,Mumbai,Semi-Furnished,Family,2
994,1,34000,560,Mumbai,Semi-Furnished,Bachelors,2
995,1,45000,500,Mumbai,Unfurnished,Bachelors,1
996,3,75000,970,Mumbai,Furnished,Bachelors/Family,2
997,1,7000,480,Mumbai,Unfurnished,Bachelors/Family,1
998,2,55000,720,Mumbai,Semi-Furnished,Bachelors/Family,2
999,2,55000,950,Mumbai,Semi-Furnished,Family,2
1000,2,42000,774,Mumbai,Semi-Furnished,Family,2
1001,1,27000,450,Mumbai,Unfurnished,Family,1
1002,3,60000,1000,Mumbai,Semi-Furnished,Bachelors,3
1003,1,30000,430,Mumbai,Semi-Furnished,Bachelors/Family,2
1004,2,45000,722,Mumbai,Unfurnished,Bachelors/Family,2
1005,3,90000,1152,Mumbai,Furnished,Bachelors/Family,2
1006,1,25000,641,Mumbai,Unfurnished,Bachelors/Family,1
1007,2,70000,810,Mumbai,Furnished,Bachelors/Family,2
1008,2,90000,800,Mumbai,Furnished,Family,2
1009,2,110000,875,Mumbai,Unfurnished,Bachelors/Family,2
1010,2,20000,700,Mumbai,Unfurnished,Family,2
1011,1,35000,420,Mumbai,Semi-Furnished,Bachelors/Family,1
1012,3,80000,1400,Mumbai,Furnished,Bachelors/Family,3
1013,2,54500,758,Mumbai,Semi-Furnished,Bachelors/Family,2
1014,1,45000,480,Mumbai,Furnished,Bachelors/Family,2
1015,1,38000,550,Mumbai,Unfurnished,Bachelors,2
1016,2,90000,900,Mumbai,Semi-Furnished,Bachelors,2
1017,2,70000,760,Mumbai,Semi-Furnished,Bachelors/Family,2
1018,1,50000,400,Mumbai,Semi-Furnished,Bachelors/Family,1
1019,2,40000,800,Mumbai,Semi-Furnished,Bachelors/Family,2
1020,2,32000,590,Mumbai,Unfurnished,Family,2
1021,2,78000,600,Mumbai,Semi-Furnished,Bachelors/Family,2
1022,2,45000,670,Mumbai,Unfurnished,Bachelors/Family,2
1023,2,65000,960,Mumbai,Semi-Furnished,Bachelors/Family,2
1024,2,65000,1500,Mumbai,Semi-Furnished,Bachelors/Family,3
1025,1,35000,500,Mumbai,Semi-Furnished,Bachelors/Family,1
1026,3,90000,1120,Mumbai,Furnished,Family,2
1027,2,10500,800,Bangalore,Semi-Furnished,Bachelors/Family,2
1028,2,13000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1029,2,17000,1040,Bangalore,Furnished,Bachelors/Family,2
1030,3,21000,1403,Bangalore,Semi-Furnished,Bachelors/Family,3
1031,2,10000,600,Bangalore,Furnished,Bachelors/Family,1
1032,2,13000,850,Bangalore,Semi-Furnished,Family,2
1033,1,7500,400,Bangalore,Unfurnished,Bachelors/Family,1
1034,2,17000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1035,3,25000,1350,Bangalore,Semi-Furnished,Bachelors,3
1036,1,9500,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1037,2,13000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1038,1,13500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1039,2,13000,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1040,1,15000,600,Bangalore,Semi-Furnished,Bachelors,1
1041,2,15000,1400,Bangalore,Furnished,Bachelors/Family,3
1042,1,7000,600,Bangalore,Unfurnished,Bachelors/Family,1
1043,2,25000,770,Bangalore,Furnished,Bachelors/Family,2
1044,2,17000,900,Bangalore,Semi-Furnished,Family,2
1045,1,7500,500,Bangalore,Furnished,Bachelors/Family,1
1046,2,15000,1100,Bangalore,Unfurnished,Bachelors/Family,2
1047,1,7500,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1048,3,25000,1260,Bangalore,Furnished,Bachelors/Family,3
1049,1,14500,600,Bangalore,Semi-Furnished,Bachelors,1
1050,2,10500,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1051,2,16000,600,Bangalore,Unfurnished,Bachelors,2
1052,1,7000,400,Bangalore,Unfurnished,Bachelors/Family,1
1053,2,12500,900,Bangalore,Furnished,Bachelors/Family,2
1054,2,10000,1200,Bangalore,Semi-Furnished,Bachelors/Family,1
1055,2,18000,1045,Bangalore,Semi-Furnished,Bachelors,2
1056,3,28000,1021,Bangalore,Furnished,Bachelors,3
1057,3,12000,1200,Bangalore,Unfurnished,Bachelors/Family,2
1058,2,13000,1000,Bangalore,Unfurnished,Bachelors/Family,1
1059,2,50000,1280,Bangalore,Furnished,Bachelors/Family,2
1060,1,7000,450,Bangalore,Semi-Furnished,Bachelors/Family,1
1061,2,30000,450,Bangalore,Unfurnished,Bachelors/Family,2
1062,1,10000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1063,2,15000,800,Bangalore,Semi-Furnished,Bachelors/Family,2
1064,1,7500,500,Bangalore,Unfurnished,Bachelors/Family,1
1065,1,12000,500,Bangalore,Semi-Furnished,Bachelors,1
1066,1,7000,500,Bangalore,Semi-Furnished,Bachelors,1
1067,1,9000,800,Bangalore,Unfurnished,Bachelors/Family,1
1068,2,23000,1100,Bangalore,Semi-Furnished,Family,2
1069,2,30000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1070,1,8000,500,Bangalore,Unfurnished,Bachelors/Family,1
1071,2,16000,1155,Bangalore,Semi-Furnished,Family,2
1072,1,7500,440,Bangalore,Semi-Furnished,Bachelors/Family,1
1073,2,20000,1040,Bangalore,Semi-Furnished,Bachelors/Family,2
1074,3,30000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1075,3,20000,1600,Bangalore,Semi-Furnished,Family,3
1076,2,15000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1077,1,6000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1078,2,16000,950,Bangalore,Furnished,Bachelors/Family,3
1079,2,9500,530,Bangalore,Semi-Furnished,Bachelors/Family,1
1080,2,15000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1081,1,12000,450,Bangalore,Unfurnished,Bachelors/Family,1
1082,1,10000,600,Bangalore,Semi-Furnished,Bachelors,1
1083,2,16000,1100,Bangalore,Unfurnished,Bachelors/Family,2
1084,1,11000,400,Bangalore,Unfurnished,Bachelors/Family,1
1085,2,11000,700,Bangalore,Unfurnished,Bachelors/Family,2
1086,2,20000,1105,Bangalore,Semi-Furnished,Bachelors/Family,2
1087,3,24000,1430,Bangalore,Semi-Furnished,Bachelors/Family,2
1088,2,14500,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1089,2,12000,1200,Bangalore,Unfurnished,Bachelors/Family,2
1090,2,8500,600,Bangalore,Unfurnished,Bachelors/Family,2
1091,1,9000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1092,2,10500,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1093,2,12000,900,Bangalore,Unfurnished,Bachelors,2
1094,3,32000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2
1095,2,15000,1000,Bangalore,Semi-Furnished,Bachelors/Family,3
1096,3,21000,1000,Bangalore,Furnished,Bachelors/Family,3
1097,2,12000,900,Bangalore,Unfurnished,Bachelors/Family,2
1098,1,7000,800,Bangalore,Unfurnished,Bachelors/Family,1
1099,2,15000,750,Bangalore,Unfurnished,Bachelors/Family,2
1100,2,11400,1100,Bangalore,Unfurnished,Bachelors,2
1101,2,19000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1102,2,27000,1000,Bangalore,Semi-Furnished,Bachelors,2
1103,1,7000,550,Bangalore,Semi-Furnished,Bachelors/Family,1
1104,2,15000,1130,Bangalore,Unfurnished,Family,2
1105,2,10000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1106,2,9000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1107,1,8000,600,Bangalore,Unfurnished,Bachelors/Family,1
1108,2,35000,1200,Bangalore,Semi-Furnished,Bachelors,2
1109,2,16000,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1110,2,16000,600,Bangalore,Unfurnished,Bachelors/Family,1
1111,2,10000,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1112,1,8000,400,Bangalore,Unfurnished,Bachelors/Family,1
1113,2,13000,1000,Bangalore,Unfurnished,Bachelors/Family,2
1114,2,10000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1115,3,15000,1200,Bangalore,Semi-Furnished,Family,3
1116,1,12000,420,Bangalore,Semi-Furnished,Bachelors/Family,1
1117,2,9000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1118,3,37000,1200,Bangalore,Semi-Furnished,Bachelors/Family,3
1119,2,6000,700,Bangalore,Unfurnished,Bachelors/Family,1
1120,1,17000,610,Bangalore,Semi-Furnished,Bachelors/Family,1
1121,1,8000,800,Bangalore,Unfurnished,Bachelors/Family,1
1122,1,7500,550,Bangalore,Semi-Furnished,Bachelors/Family,1
1123,2,9500,750,Bangalore,Semi-Furnished,Bachelors/Family,1
1124,2,13500,700,Bangalore,Semi-Furnished,Bachelors,2
1125,1,9000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1126,2,12000,800,Bangalore,Unfurnished,Bachelors/Family,2
1127,1,8500,480,Bangalore,Furnished,Bachelors/Family,1
1128,2,18000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1129,1,11000,800,Bangalore,Semi-Furnished,Family,1
1130,3,18000,900,Bangalore,Furnished,Bachelors/Family,2
1131,3,17000,1450,Bangalore,Semi-Furnished,Bachelors/Family,3
1132,1,6500,400,Bangalore,Unfurnished,Bachelors/Family,1
1133,2,11500,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1134,2,22000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1135,1,13000,450,Bangalore,Furnished,Bachelors/Family,1
1136,3,20000,773,Bangalore,Semi-Furnished,Bachelors,2
1137,2,15000,1000,Bangalore,Unfurnished,Bachelors/Family,2
1138,2,12000,865,Bangalore,Semi-Furnished,Bachelors/Family,2
1139,1,20000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1140,2,20000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1141,1,11000,600,Bangalore,Unfurnished,Bachelors,2
1142,2,10000,800,Bangalore,Semi-Furnished,Bachelors/Family,2
1143,3,30000,1600,Bangalore,Semi-Furnished,Family,2
1144,2,8000,600,Bangalore,Unfurnished,Bachelors/Family,1
1145,2,15000,1100,Bangalore,Unfurnished,Bachelors,2
1146,2,12000,950,Bangalore,Semi-Furnished,Bachelors/Family,2
1147,2,12000,905,Bangalore,Semi-Furnished,Family,2
1148,3,20000,1200,Bangalore,Semi-Furnished,Bachelors,2
1149,3,13000,1000,Bangalore,Semi-Furnished,Bachelors/Family,1
1150,2,17500,1080,Bangalore,Furnished,Bachelors/Family,2
1151,1,8000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1152,2,8500,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1153,1,7500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1154,2,22000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1155,2,32900,1200,Bangalore,Furnished,Bachelors/Family,1
1156,2,15000,800,Bangalore,Furnished,Bachelors/Family,1
1157,2,10000,535,Bangalore,Unfurnished,Bachelors/Family,1
1158,2,10000,800,Bangalore,Unfurnished,Bachelors/Family,2
1159,3,21000,1159,Bangalore,Unfurnished,Bachelors/Family,2
1160,2,14000,700,Bangalore,Unfurnished,Bachelors/Family,1
1161,1,14500,550,Bangalore,Semi-Furnished,Bachelors,1
1162,1,6500,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1163,2,13000,600,Bangalore,Unfurnished,Bachelors/Family,2
1164,2,8000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1165,2,18000,1000,Bangalore,Semi-Furnished,Bachelors/Family,1
1166,2,20000,1100,Bangalore,Semi-Furnished,Bachelors/Family,3
1167,1,14000,750,Bangalore,Semi-Furnished,Bachelors/Family,1
1168,2,14500,990,Bangalore,Unfurnished,Bachelors/Family,2
1169,2,15000,1300,Bangalore,Furnished,Bachelors/Family,2
1170,1,11500,550,Bangalore,Semi-Furnished,Bachelors/Family,1
1171,3,15000,1360,Bangalore,Semi-Furnished,Bachelors/Family,2
1172,2,12000,600,Bangalore,Semi-Furnished,Bachelors,2
1173,2,18000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1174,2,15000,1050,Bangalore,Semi-Furnished,Bachelors/Family,2
1175,2,12000,840,Bangalore,Semi-Furnished,Bachelors/Family,2
1176,2,25000,1050,Bangalore,Semi-Furnished,Bachelors/Family,2
1177,1,10000,500,Bangalore,Unfurnished,Bachelors/Family,1
1178,2,8000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1179,2,40000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2
1180,2,12000,600,Bangalore,Unfurnished,Bachelors/Family,1
1181,2,16000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1182,2,23000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1183,2,25000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1184,2,17500,1250,Bangalore,Unfurnished,Bachelors,2
1185,1,10000,415,Bangalore,Semi-Furnished,Bachelors/Family,1
1186,3,39000,1200,Bangalore,Furnished,Bachelors/Family,3
1187,3,22000,1200,Bangalore,Unfurnished,Bachelors,2
1188,2,18000,1000,Bangalore,Semi-Furnished,Family,2
1189,2,23000,1300,Bangalore,Furnished,Bachelors/Family,2
1190,2,20000,1150,Bangalore,Unfurnished,Bachelors/Family,2
1191,1,10000,450,Bangalore,Semi-Furnished,Bachelors/Family,1
1192,1,15000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1193,1,9000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1194,2,16000,1200,Bangalore,Unfurnished,Bachelors,2
1195,1,20000,800,Bangalore,Semi-Furnished,Family,1
1196,3,28000,1281,Bangalore,Semi-Furnished,Bachelors/Family,3
1197,2,18000,1450,Bangalore,Semi-Furnished,Bachelors/Family,2
1198,1,12000,600,Bangalore,Semi-Furnished,Bachelors,1
1199,2,20000,980,Bangalore,Furnished,Family,2
1200,3,25000,1500,Bangalore,Semi-Furnished,Bachelors,3
1201,1,7500,600,Bangalore,Unfurnished,Bachelors,1
1202,2,14000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1203,2,20000,1100,Bangalore,Semi-Furnished,Bachelors,2
1204,2,21000,1100,Bangalore,Unfurnished,Bachelors/Family,2
1205,2,15000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1206,2,10000,700,Bangalore,Unfurnished,Bachelors/Family,2
1207,2,11500,1200,Bangalore,Semi-Furnished,Bachelors/Family,1
1208,3,22000,1450,Bangalore,Semi-Furnished,Bachelors/Family,3
1209,2,19000,1221,Bangalore,Unfurnished,Bachelors,2
1210,2,15000,1250,Bangalore,Semi-Furnished,Bachelors/Family,2
1211,2,10500,700,Bangalore,Semi-Furnished,Family,1
1212,2,12000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1213,2,23000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1214,1,6500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1215,2,10000,1000,Bangalore,Semi-Furnished,Bachelors,2
1216,2,12500,500,Bangalore,Semi-Furnished,Bachelors/Family,2
1217,1,8000,416,Bangalore,Unfurnished,Bachelors/Family,1
1218,2,10500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1219,1,6000,400,Bangalore,Unfurnished,Bachelors/Family,1
1220,3,16000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1221,3,45000,1600,Bangalore,Semi-Furnished,Bachelors/Family,3
1222,1,6000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1223,2,20000,900,Bangalore,Furnished,Bachelors/Family,2
1224,1,11000,550,Bangalore,Semi-Furnished,Bachelors/Family,1
1225,2,15000,976,Bangalore,Semi-Furnished,Bachelors/Family,1
1226,2,15000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1227,2,12000,500,Bangalore,Unfurnished,Bachelors/Family,1
1228,1,7500,600,Bangalore,Semi-Furnished,Bachelors,1
1229,2,16000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1230,2,20000,1150,Bangalore,Furnished,Family,2
1231,1,6000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1232,2,14000,900,Bangalore,Semi-Furnished,Bachelors,2
1233,2,27500,1130,Bangalore,Semi-Furnished,Bachelors/Family,2
1234,2,18000,1200,Bangalore,Unfurnished,Bachelors/Family,2
1235,2,10000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1236,1,10000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1237,2,10000,1200,Bangalore,Unfurnished,Bachelors/Family,2
1238,2,16000,1050,Bangalore,Semi-Furnished,Bachelors/Family,2
1239,2,16000,1400,Bangalore,Furnished,Bachelors/Family,2
1240,2,17000,1387,Bangalore,Semi-Furnished,Bachelors/Family,3
1241,3,30000,1350,Bangalore,Furnished,Bachelors/Family,2
1242,2,12000,1020,Bangalore,Unfurnished,Bachelors/Family,2
1243,1,20000,550,Bangalore,Semi-Furnished,Bachelors,1
1244,3,30000,1400,Bangalore,Furnished,Bachelors/Family,2
1245,2,20000,1050,Bangalore,Semi-Furnished,Bachelors/Family,2
1246,2,15000,800,Bangalore,Unfurnished,Bachelors/Family,2
1247,2,20000,1100,Bangalore,Unfurnished,Bachelors/Family,2
1248,3,25000,1500,Bangalore,Semi-Furnished,Bachelors/Family,2
1249,1,9000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1250,2,17000,800,Bangalore,Semi-Furnished,Bachelors,1
1251,2,16500,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1252,1,7000,450,Bangalore,Unfurnished,Bachelors/Family,1
1253,3,30000,1425,Bangalore,Semi-Furnished,Bachelors/Family,2
1254,2,8500,720,Bangalore,Semi-Furnished,Bachelors/Family,2
1255,1,8000,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1256,2,20000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1257,1,7000,500,Bangalore,Unfurnished,Bachelors/Family,1
1258,2,10000,600,Bangalore,Furnished,Bachelors/Family,2
1259,1,6500,450,Bangalore,Unfurnished,Bachelors,1
1260,1,10000,650,Bangalore,Semi-Furnished,Bachelors,1
1261,1,18000,400,Bangalore,Unfurnished,Bachelors,1
1262,2,30000,1296,Bangalore,Semi-Furnished,Bachelors/Family,2
1263,2,20000,1000,Bangalore,Semi-Furnished,Bachelors,2
1264,1,16500,600,Bangalore,Unfurnished,Bachelors,1
1265,1,15000,600,Bangalore,Furnished,Bachelors/Family,1
1266,2,15000,1000,Bangalore,Semi-Furnished,Bachelors/Family,1
1267,1,70000,800,Bangalore,Unfurnished,Bachelors,1
1268,1,22000,455,Bangalore,Semi-Furnished,Bachelors/Family,1
1269,2,9750,575,Bangalore,Semi-Furnished,Bachelors,2
1270,2,23000,1066,Bangalore,Unfurnished,Bachelors/Family,2
1271,2,12000,850,Bangalore,Semi-Furnished,Bachelors/Family,1
1272,3,60000,1550,Bangalore,Semi-Furnished,Bachelors/Family,3
1273,2,11000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1274,2,12000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1275,1,11000,450,Bangalore,Semi-Furnished,Bachelors/Family,1
1276,2,19000,1350,Bangalore,Semi-Furnished,Bachelors/Family,2
1277,2,10000,1350,Bangalore,Semi-Furnished,Bachelors/Family,2
1278,2,11000,1080,Bangalore,Semi-Furnished,Bachelors/Family,2
1279,3,50000,1450,Bangalore,Semi-Furnished,Bachelors/Family,3
1280,2,13500,700,Bangalore,Unfurnished,Bachelors/Family,2
1281,1,7000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1282,2,10000,850,Bangalore,Semi-Furnished,Bachelors/Family,1
1283,1,18000,800,Bangalore,Furnished,Bachelors/Family,1
